,Unnamed: 0,Address,Beds,Bath,Size_sqft,Lot_Size,Agent_Name ,Agent_Company,Price,Walk_Score,Transit_Score,Bike_Score
146,146,"1885 Guinda Street , Palo Alto, Santa Clara County, CA, 94303",4,3.0,"2,070",0,Margot Lockwood & Ricky Flores ,Golden Gate Sotheby's International Realty,"$3,999,000 USD",40.0,25.0,89.0
147,147,"702 Garland Dr. , Palo Alto, Santa Clara County, CA, 94303",3,2.0,"1,976",0,Kathleen Pasin ,Christie's International Real Estate Sereno,"$3,498,000 USD",67.0,25.0,99.0
148,148,"151 Melville AVE, Palo Alto, Santa Clara County, CA, 94301",6,5.0,"3,264",0.23 ac,Monica & Mandy Group ,Compass,"$4,750,000 USD",89.0,49.0,100.0
149,149,"700 Ellsworth Place, Palo Alto, Santa Clara County, CA, 94303",1,2.0,0,0.102 ac,Josh Rubin ,Compass,"$1,498,000 USD",74.0,28.0,99.0
150,150,"2260 ralmar, East Palo Alto, San Mateo County, CA, 94303",4,2.0,"1,200",0.057 ac,Vana Charan ,"eXp Realty of California, Inc","$850,000 USD",64.0,0.0,69.0
151,151,"4250 El Camino Real C322, Palo Alto, Santa Clara County, CA, 94306",2,1.0,679,0,Michael Mendenhall ,Keller Williams San Jose Gateway,"$699,888 USD",66.0,46.0,92.0
152,152,"231-241 Churchill AVE, Palo Alto, Santa Clara County, CA, 94301",8,5.0,"4,474",0.459 ac,Vivian Y. Jiang ,KW Santa Clara Valley Inc,"$14,988,000 USD",65.0,40.0,97.0
153,153,"1005 Parkinson AVE, Palo Alto, Santa Clara County, CA, 94301",6,5.0,"4,103",0.169 ac,Leannah and Laurel ,Christie's International Real Estate Sereno,"$6,298,000 USD",44.0,35.0,79.0
154,154,"555 Byron St 101, Palo Alto, Santa Clara County, CA, 94301",3,3.0,"1,810",0.03 ac,Sheila Zarekari ,Keller Williams Realty,"$1,450,000 USD",94.0,52.0,93.0
155,155,"725 Loma Verde Ave #E, Palo Alto, Santa Clara County, CA, 94303",2,2.5,"1,384",0,Katy Thielke Straser ,Compass,"$1,679,000 USD",68.0,25.0,98.0
156,156,"2736 Georgetown blvd, East Palo Alto, San Mateo County, CA, 94303",6,4.0,"2,090",0.137 ac,Alvin Prakash ,Intero Real Estate Services,"$1,198,999 USD",48.0,0.0,59.0
157,157,"440 Cesano CT 314, Palo Alto, Santa Clara County, CA, 94306",2,2.0,"1,550",0,Monica & Mandy Group ,Compass,"$1,329,000 USD",75.0,47.0,94.0
158,158,"3517 Ramona ST, Palo Alto, Santa Clara County, CA, 94306",3,2.0,"1,137",0.161 ac,Lan L. Bowling ,Keller Williams Palo Alto,"$3,098,000 USD",57.0,38.0,97.0
159,159,"2216 Clarke Ave, East Palo Alto, San Mateo County, CA, 94303",6,9.0,"5,920",0.21 ac,Rajni Gupta ,REALTY EXPERTS,"$4,200,000 USD",67.0,0.0,77.0
160,160,"674 Webster St , Palo Alto, Santa Clara County, CA, 94301",3,2.5,"1,552",0,Tim Anderson ,Christie's International Real Estate Sereno,"$1,995,000 USD",91.0,51.0,94.0
161,161,"480 E O'Keefe ST 217, East Palo Alto, Santa Clara County, CA, 94303",1,1.0,613,0,Colleen Foraker ,Compass,"$475,000 USD",0.0,0.0,0.0
162,162,"3389 Saint Michael DR, Palo Alto, Santa Clara County, CA, 94306",4,2.0,"1,367",0.151 ac,Molly Foy Rich ,Midtown Realty,"$3,295,000 USD",37.0,25.0,90.0
163,163,"3656 El Grande CT, San Jose, Santa Clara County, CA, 95132",5,3.0,"3,075",0.344 ac,Leland Lowe ,Keller Williams Realty-Silicon Valley,"$2,150,000 USD",11.0,22.0,22.0
164,164,"1686 Hicks AVE, San Jose, Santa Clara County, CA, 95125",3,2.0,"1,578",0.157 ac,Mike D'Ambrosio ,Intero Real Estate Services,"$1,599,000 USD",63.0,38.0,68.0
165,165,"1033 Thornton WAY, San Jose, Santa Clara County, CA, 95128",3,2.5,972,0.17 ac,The Jamison Team ,Tuscana Properties,"$1,449,000 USD",41.0,44.0,62.0
166,166,"411 Park AVE 334, San Jose, Santa Clara County, CA, 95110",2,2.0,"1,013",0,Sandra Lilly ,Christie's International Real Estate Sereno,"$775,000 USD",82.0,70.0,90.0
167,167,"648 Autumn Meadow , San Jose, Santa Clara County, CA, 95123",3,3.5,"1,793",0,Tom Yore ,Keller Williams Bay Area Estates,"$1,149,000 USD",53.0,50.0,64.0
168,168,"2777 Richland AVE, San Jose, Santa Clara County, CA, 95125",4,4.0,"3,010",0.275 ac,Rob Roham ,Compass,"$3,488,888 USD",57.0,31.0,66.0
169,169,"1372 Mckinley CT, San Jose, Santa Clara County, CA, 95126",3,3.0,"1,539",0,Maria Afzal ,Keller Williams Palo Alto,"$1,150,000 USD",65.0,46.0,80.0
170,170,"1552 Four Oaks CIR, San Jose, Santa Clara County, CA, 95131",2,2.0,992,0,Himalini Jayaraman ,Legacy Real Estate & Associates,"$685,000 USD",23.0,46.0,51.0
171,171,"2150 Almaden Rd 33, San Jose, Santa Clara County, CA, 95125",2,2.0,"1,000",0,Marc Blumthal ,Alliance Manufactured Homes,"$193,888 USD",43.0,43.0,76.0
172,172,"2637 Carlo Scimeca Drive , San Jose, Santa Clara County, CA, 95132",4,2.0,"1,305",0,Ed Gory ,Intero,"$1,349,888 USD",53.0,45.0,57.0
173,173,"4425 Norwalk DR 18, San Jose, Santa Clara County, CA, 95129",2,2.0,"1,099",0,Caren Spencer ,Monterey Bay Properties,"$596,000 USD",58.0,41.0,68.0
174,174,"175 W Saint James ST 106, San Jose, Santa Clara County, CA, 95110",2,4.0,"1,984",0,Lisa Lyons ,Compass,"$1,080,000 USD",84.0,69.0,90.0
175,175,"697 Adagio WAY, San Jose, Santa Clara County, CA, 95111",3,2.0,"1,300",0.118 ac,Cecile Tu ,Elite Realty Services,"$1,075,000 USD",14.0,37.0,18.0
176,176,"3178 Cropley AVE, San Jose, Santa Clara County, CA, 95132",2,2.0,888,0,The Jamison Team ,Tuscana Properties,"$685,000 USD",47.0,36.0,52.0
177,177,"6014 Admiralty PL, San Jose, Santa Clara County, CA, 95123",3,3.0,"1,328",0.044 ac,Carol Pefley ,Realty World Dominion,"$1,198,888 USD",44.0,29.0,44.0
178,178,"4871 Poston DR, San Jose, Santa Clara County, CA, 95136",4,2.0,"1,793",0.174 ac,Trung Lam ,KW Silicon City,"$1,295,000 USD",53.0,46.0,65.0
179,179,"2026 Heather Glen DR, San Jose, Santa Clara County, CA, 95130",3,3.0,"1,751",0.045 ac,Tom Yore ,KW Bay Area Estates Saratoga,"$1,799,000 USD",74.0,39.0,72.0
180,180,"1648 Fairlawn AVE, San Jose, Santa Clara County, CA, 95125",4,2.0,"1,618",0.144 ac,Kendra Gaeta ,Sereno,"$2,250,000 USD",30.0,34.0,48.0
181,181,"1534 Kingman AVE, San Jose, Santa Clara County, CA, 95128",3,2.0,"1,214",0.147 ac,Melinda Doutt ,Intero Real Estate Services,"$1,300,000 USD",62.0,47.0,72.0
182,182,"1318 Weathersfield WAY, San Jose, Santa Clara County, CA, 95118",3,2.0,"2,302",0.309 ac,Mike D'Ambrosio ,Intero Real Estate Services,"$2,249,000 USD",50.0,33.0,57.0
183,183,"3291 Floresta DR, San Jose, Santa Clara County, CA, 95148",3,2.0,"1,648",0.147 ac,Awne Elrabadi ,eXp Realty of California Inc.,"$1,299,999 USD",15.0,24.0,44.0
184,184,"1967 Josephine AVE, San Jose, Santa Clara County, CA, 95124",3,2.0,"1,665",0.162 ac,Riley McWilliams ,eXp Realty of California Inc.,"$1,350,000 USD",81.0,38.0,70.0
185,185,"536 Weybridge DR, San Jose, Santa Clara County, CA, 95123",4,3.0,"2,256",0.124 ac,Dave Clark ,Keller Williams Realty-Silicon Valley,"$1,648,000 USD",16.0,0.0,8.0
186,186,"5983 Prospect RD, San Jose, Santa Clara County, CA, 95129",4,2.0,"1,687",0.138 ac,Shanne Carvalho ,eXp Realty of California Inc.,"$2,698,888 USD",24.0,0.0,60.0
187,187,"3656 El Grande CT, San Jose, Santa Clara County, CA, 95132",5,3.0,"3,075",0.344 ac,Leland Lowe ,Keller Williams Realty-Silicon Valley,"$2,150,000 USD",11.0,22.0,22.0
188,188,"1686 Hicks AVE, San Jose, Santa Clara County, CA, 95125",3,2.0,"1,578",0.157 ac,Mike D'Ambrosio ,Intero Real Estate Services,"$1,599,000 USD",63.0,38.0,68.0
189,189,"1033 Thornton WAY, San Jose, Santa Clara County, CA, 95128",3,2.5,972,0.17 ac,The Jamison Team ,Tuscana Properties,"$1,449,000 USD",41.0,44.0,62.0
190,190,"411 Park AVE 334, San Jose, Santa Clara County, CA, 95110",2,2.0,"1,013",0,Sandra Lilly ,Christie's International Real Estate Sereno,"$775,000 USD",82.0,70.0,90.0
191,191,"648 Autumn Meadow , San Jose, Santa Clara County, CA, 95123",3,3.5,"1,793",0,Tom Yore ,Keller Williams Bay Area Estates,"$1,149,000 USD",53.0,50.0,64.0
192,192,"2777 Richland AVE, San Jose, Santa Clara County, CA, 95125",4,4.0,"3,010",0.275 ac,Rob Roham ,Compass,"$3,488,888 USD",57.0,31.0,66.0
193,193,"1372 Mckinley CT, San Jose, Santa Clara County, CA, 95126",3,3.0,"1,539",0,Maria Afzal ,Keller Williams Palo Alto,"$1,150,000 USD",65.0,46.0,80.0
194,194,"1552 Four Oaks CIR, San Jose, Santa Clara County, CA, 95131",2,2.0,992,0,Himalini Jayaraman ,Legacy Real Estate & Associates,"$685,000 USD",23.0,46.0,51.0
195,195,"2150 Almaden Rd 33, San Jose, Santa Clara County, CA, 95125",2,2.0,"1,000",0,Marc Blumthal ,Alliance Manufactured Homes,"$193,888 USD",43.0,43.0,76.0
196,196,"2637 Carlo Scimeca Drive , San Jose, Santa Clara County, CA, 95132",4,2.0,"1,305",0,Ed Gory ,Intero,"$1,349,888 USD",53.0,45.0,57.0
197,197,"4425 Norwalk DR 18, San Jose, Santa Clara County, CA, 95129",2,2.0,"1,099",0,Caren Spencer ,Monterey Bay Properties,"$596,000 USD",58.0,41.0,68.0
198,198,"175 W Saint James ST 106, San Jose, Santa Clara County, CA, 95110",2,4.0,"1,984",0,Lisa Lyons ,Compass,"$1,080,000 USD",84.0,69.0,90.0
199,199,"697 Adagio WAY, San Jose, Santa Clara County, CA, 95111",3,2.0,"1,300",0.118 ac,Cecile Tu ,Elite Realty Services,"$1,075,000 USD",14.0,37.0,18.0
200,200,"3178 Cropley AVE, San Jose, Santa Clara County, CA, 95132",2,2.0,888,0,The Jamison Team ,Tuscana Properties,"$685,000 USD",47.0,36.0,52.0
201,201,"6014 Admiralty PL, San Jose, Santa Clara County, CA, 95123",3,3.0,"1,328",0.044 ac,Carol Pefley ,Realty World Dominion,"$1,198,888 USD",44.0,29.0,44.0
202,202,"4871 Poston DR, San Jose, Santa Clara County, CA, 95136",4,2.0,"1,793",0.174 ac,Trung Lam ,KW Silicon City,"$1,295,000 USD",53.0,46.0,65.0
203,203,"2026 Heather Glen DR, San Jose, Santa Clara County, CA, 95130",3,3.0,"1,751",0.045 ac,Tom Yore ,KW Bay Area Estates Saratoga,"$1,799,000 USD",74.0,39.0,72.0
204,204,"1648 Fairlawn AVE, San Jose, Santa Clara County, CA, 95125",4,2.0,"1,618",0.144 ac,Kendra Gaeta ,Sereno,"$2,250,000 USD",30.0,34.0,48.0
205,205,"1534 Kingman AVE, San Jose, Santa Clara County, CA, 95128",3,2.0,"1,214",0.147 ac,Melinda Doutt ,Intero Real Estate Services,"$1,300,000 USD",62.0,47.0,72.0
206,206,"1318 Weathersfield WAY, San Jose, Santa Clara County, CA, 95118",3,2.0,"2,302",0.309 ac,Mike D'Ambrosio ,Intero Real Estate Services,"$2,249,000 USD",50.0,33.0,57.0
207,207,"3291 Floresta DR, San Jose, Santa Clara County, CA, 95148",3,2.0,"1,648",0.147 ac,Awne Elrabadi ,eXp Realty of California Inc.,"$1,299,999 USD",15.0,24.0,44.0
208,208,"1967 Josephine AVE, San Jose, Santa Clara County, CA, 95124",3,2.0,"1,665",0.162 ac,Riley McWilliams ,eXp Realty of California Inc.,"$1,350,000 USD",81.0,38.0,70.0
209,209,"536 Weybridge DR, San Jose, Santa Clara County, CA, 95123",4,3.0,"2,256",0.124 ac,Dave Clark ,Keller Williams Realty-Silicon Valley,"$1,648,000 USD",16.0,0.0,8.0
210,210,"5983 Prospect RD, San Jose, Santa Clara County, CA, 95129",4,2.0,"1,687",0.138 ac,Shanne Carvalho ,eXp Realty of California Inc.,"$2,698,888 USD",24.0,0.0,60.0
211,211,"3656 El Grande CT, San Jose, Santa Clara County, CA, 95132",5,3.0,"3,075",0.344 ac,Leland Lowe ,Keller Williams Realty-Silicon Valley,"$2,150,000 USD",11.0,22.0,22.0
212,212,"1686 Hicks AVE, San Jose, Santa Clara County, CA, 95125",3,2.0,"1,578",0.157 ac,Mike D'Ambrosio ,Intero Real Estate Services,"$1,599,000 USD",63.0,38.0,68.0
213,213,"1033 Thornton WAY, San Jose, Santa Clara County, CA, 95128",3,2.5,972,0.17 ac,The Jamison Team ,Tuscana Properties,"$1,449,000 USD",41.0,44.0,62.0
214,214,"411 Park AVE 334, San Jose, Santa Clara County, CA, 95110",2,2.0,"1,013",0,Sandra Lilly ,Christie's International Real Estate Sereno,"$775,000 USD",82.0,70.0,90.0
215,215,"648 Autumn Meadow , San Jose, Santa Clara County, CA, 95123",3,3.5,"1,793",0,Tom Yore ,Keller Williams Bay Area Estates,"$1,149,000 USD",53.0,50.0,64.0
216,216,"2777 Richland AVE, San Jose, Santa Clara County, CA, 95125",4,4.0,"3,010",0.275 ac,Rob Roham ,Compass,"$3,488,888 USD",57.0,31.0,66.0
217,217,"1372 Mckinley CT, San Jose, Santa Clara County, CA, 95126",3,3.0,"1,539",0,Maria Afzal ,Keller Williams Palo Alto,"$1,150,000 USD",65.0,46.0,80.0
218,218,"1552 Four Oaks CIR, San Jose, Santa Clara County, CA, 95131",2,2.0,992,0,Himalini Jayaraman ,Legacy Real Estate & Associates,"$685,000 USD",23.0,46.0,51.0
219,219,"2150 Almaden Rd 33, San Jose, Santa Clara County, CA, 95125",2,2.0,"1,000",0,Marc Blumthal ,Alliance Manufactured Homes,"$193,888 USD",43.0,43.0,76.0
220,220,"2637 Carlo Scimeca Drive , San Jose, Santa Clara County, CA, 95132",4,2.0,"1,305",0,Ed Gory ,Intero,"$1,349,888 USD",53.0,45.0,57.0
221,221,"4425 Norwalk DR 18, San Jose, Santa Clara County, CA, 95129",2,2.0,"1,099",0,Caren Spencer ,Monterey Bay Properties,"$596,000 USD",58.0,41.0,68.0
222,222,"175 W Saint James ST 106, San Jose, Santa Clara County, CA, 95110",2,4.0,"1,984",0,Lisa Lyons ,Compass,"$1,080,000 USD",84.0,69.0,90.0
223,223,"697 Adagio WAY, San Jose, Santa Clara County, CA, 95111",3,2.0,"1,300",0.118 ac,Cecile Tu ,Elite Realty Services,"$1,075,000 USD",14.0,37.0,18.0
224,224,"3178 Cropley AVE, San Jose, Santa Clara County, CA, 95132",2,2.0,888,0,The Jamison Team ,Tuscana Properties,"$685,000 USD",47.0,36.0,52.0
225,225,"6014 Admiralty PL, San Jose, Santa Clara County, CA, 95123",3,3.0,"1,328",0.044 ac,Carol Pefley ,Realty World Dominion,"$1,198,888 USD",44.0,29.0,44.0
226,226,"4871 Poston DR, San Jose, Santa Clara County, CA, 95136",4,2.0,"1,793",0.174 ac,Trung Lam ,KW Silicon City,"$1,295,000 USD",53.0,46.0,65.0
227,227,"2026 Heather Glen DR, San Jose, Santa Clara County, CA, 95130",3,3.0,"1,751",0.045 ac,Tom Yore ,KW Bay Area Estates Saratoga,"$1,799,000 USD",74.0,39.0,72.0
228,228,"1648 Fairlawn AVE, San Jose, Santa Clara County, CA, 95125",4,2.0,"1,618",0.144 ac,Kendra Gaeta ,Sereno,"$2,250,000 USD",30.0,34.0,48.0
229,229,"1534 Kingman AVE, San Jose, Santa Clara County, CA, 95128",3,2.0,"1,214",0.147 ac,Melinda Doutt ,Intero Real Estate Services,"$1,300,000 USD",62.0,47.0,72.0
230,230,"1318 Weathersfield WAY, San Jose, Santa Clara County, CA, 95118",3,2.0,"2,302",0.309 ac,Mike D'Ambrosio ,Intero Real Estate Services,"$2,249,000 USD",50.0,33.0,57.0
231,231,"3291 Floresta DR, San Jose, Santa Clara County, CA, 95148",3,2.0,"1,648",0.147 ac,Awne Elrabadi ,eXp Realty of California Inc.,"$1,299,999 USD",15.0,24.0,44.0
232,232,"1967 Josephine AVE, San Jose, Santa Clara County, CA, 95124",3,2.0,"1,665",0.162 ac,Riley McWilliams ,eXp Realty of California Inc.,"$1,350,000 USD",81.0,38.0,70.0
233,233,"536 Weybridge DR, San Jose, Santa Clara County, CA, 95123",4,3.0,"2,256",0.124 ac,Dave Clark ,Keller Williams Realty-Silicon Valley,"$1,648,000 USD",16.0,0.0,8.0
234,234,"5983 Prospect RD, San Jose, Santa Clara County, CA, 95129",4,2.0,"1,687",0.138 ac,Shanne Carvalho ,eXp Realty of California Inc.,"$2,698,888 USD",24.0,0.0,60.0
235,235,"3656 El Grande CT, San Jose, Santa Clara County, CA, 95132",5,3.0,"3,075",0.344 ac,Leland Lowe ,Keller Williams Realty-Silicon Valley,"$2,150,000 USD",11.0,22.0,22.0
236,236,"1686 Hicks AVE, San Jose, Santa Clara County, CA, 95125",3,2.0,"1,578",0.157 ac,Mike D'Ambrosio ,Intero Real Estate Services,"$1,599,000 USD",63.0,38.0,68.0
237,237,"1033 Thornton WAY, San Jose, Santa Clara County, CA, 95128",3,2.5,972,0.17 ac,The Jamison Team ,Tuscana Properties,"$1,449,000 USD",41.0,44.0,62.0
238,238,"411 Park AVE 334, San Jose, Santa Clara County, CA, 95110",2,2.0,"1,013",0,Sandra Lilly ,Christie's International Real Estate Sereno,"$775,000 USD",82.0,70.0,90.0
239,239,"648 Autumn Meadow , San Jose, Santa Clara County, CA, 95123",3,3.5,"1,793",0,Tom Yore ,Keller Williams Bay Area Estates,"$1,149,000 USD",53.0,50.0,64.0
240,240,"2777 Richland AVE, San Jose, Santa Clara County, CA, 95125",4,4.0,"3,010",0.275 ac,Rob Roham ,Compass,"$3,488,888 USD",57.0,31.0,66.0
241,241,"1372 Mckinley CT, San Jose, Santa Clara County, CA, 95126",3,3.0,"1,539",0,Maria Afzal ,Keller Williams Palo Alto,"$1,150,000 USD",65.0,46.0,80.0
242,242,"1552 Four Oaks CIR, San Jose, Santa Clara County, CA, 95131",2,2.0,992,0,Himalini Jayaraman ,Legacy Real Estate & Associates,"$685,000 USD",23.0,46.0,51.0
243,243,"2150 Almaden Rd 33, San Jose, Santa Clara County, CA, 95125",2,2.0,"1,000",0,Marc Blumthal ,Alliance Manufactured Homes,"$193,888 USD",43.0,43.0,76.0
244,244,"2637 Carlo Scimeca Drive , San Jose, Santa Clara County, CA, 95132",4,2.0,"1,305",0,Ed Gory ,Intero,"$1,349,888 USD",53.0,45.0,57.0
245,245,"4425 Norwalk DR 18, San Jose, Santa Clara County, CA, 95129",2,2.0,"1,099",0,Caren Spencer ,Monterey Bay Properties,"$596,000 USD",58.0,41.0,68.0
246,246,"175 W Saint James ST 106, San Jose, Santa Clara County, CA, 95110",2,4.0,"1,984",0,Lisa Lyons ,Compass,"$1,080,000 USD",84.0,69.0,90.0
247,247,"697 Adagio WAY, San Jose, Santa Clara County, CA, 95111",3,2.0,"1,300",0.118 ac,Cecile Tu ,Elite Realty Services,"$1,075,000 USD",14.0,37.0,18.0
248,248,"3178 Cropley AVE, San Jose, Santa Clara County, CA, 95132",2,2.0,888,0,The Jamison Team ,Tuscana Properties,"$685,000 USD",47.0,36.0,52.0
249,249,"6014 Admiralty PL, San Jose, Santa Clara County, CA, 95123",3,3.0,"1,328",0.044 ac,Carol Pefley ,Realty World Dominion,"$1,198,888 USD",44.0,29.0,44.0
250,250,"4871 Poston DR, San Jose, Santa Clara County, CA, 95136",4,2.0,"1,793",0.174 ac,Trung Lam ,KW Silicon City,"$1,295,000 USD",53.0,46.0,65.0
251,251,"2026 Heather Glen DR, San Jose, Santa Clara County, CA, 95130",3,3.0,"1,751",0.045 ac,Tom Yore ,KW Bay Area Estates Saratoga,"$1,799,000 USD",74.0,39.0,72.0
252,252,"1648 Fairlawn AVE, San Jose, Santa Clara County, CA, 95125",4,2.0,"1,618",0.144 ac,Kendra Gaeta ,Sereno,"$2,250,000 USD",30.0,34.0,48.0
253,253,"1534 Kingman AVE, San Jose, Santa Clara County, CA, 95128",3,2.0,"1,214",0.147 ac,Melinda Doutt ,Intero Real Estate Services,"$1,300,000 USD",62.0,47.0,72.0
254,254,"1318 Weathersfield WAY, San Jose, Santa Clara County, CA, 95118",3,2.0,"2,302",0.309 ac,Mike D'Ambrosio ,Intero Real Estate Services,"$2,249,000 USD",50.0,33.0,57.0
255,255,"3291 Floresta DR, San Jose, Santa Clara County, CA, 95148",3,2.0,"1,648",0.147 ac,Awne Elrabadi ,eXp Realty of California Inc.,"$1,299,999 USD",15.0,24.0,44.0
256,256,"1967 Josephine AVE, San Jose, Santa Clara County, CA, 95124",3,2.0,"1,665",0.162 ac,Riley McWilliams ,eXp Realty of California Inc.,"$1,350,000 USD",81.0,38.0,70.0
257,257,"536 Weybridge DR, San Jose, Santa Clara County, CA, 95123",4,3.0,"2,256",0.124 ac,Dave Clark ,Keller Williams Realty-Silicon Valley,"$1,648,000 USD",16.0,0.0,8.0
258,258,"5983 Prospect RD, San Jose, Santa Clara County, CA, 95129",4,2.0,"1,687",0.138 ac,Shanne Carvalho ,eXp Realty of California Inc.,"$2,698,888 USD",24.0,0.0,60.0
259,259,"3656 El Grande CT, San Jose, Santa Clara County, CA, 95132",5,3.0,"3,075",0.344 ac,Leland Lowe ,Keller Williams Realty-Silicon Valley,"$2,150,000 USD",11.0,22.0,22.0
260,260,"1686 Hicks AVE, San Jose, Santa Clara County, CA, 95125",3,2.0,"1,578",0.157 ac,Mike D'Ambrosio ,Intero Real Estate Services,"$1,599,000 USD",63.0,38.0,68.0
261,261,"1033 Thornton WAY, San Jose, Santa Clara County, CA, 95128",3,2.5,972,0.17 ac,The Jamison Team ,Tuscana Properties,"$1,449,000 USD",41.0,44.0,62.0
262,262,"411 Park AVE 334, San Jose, Santa Clara County, CA, 95110",2,2.0,"1,013",0,Sandra Lilly ,Christie's International Real Estate Sereno,"$775,000 USD",82.0,70.0,90.0
263,263,"648 Autumn Meadow , San Jose, Santa Clara County, CA, 95123",3,3.5,"1,793",0,Tom Yore ,Keller Williams Bay Area Estates,"$1,149,000 USD",53.0,50.0,64.0
264,264,"2777 Richland AVE, San Jose, Santa Clara County, CA, 95125",4,4.0,"3,010",0.275 ac,Rob Roham ,Compass,"$3,488,888 USD",57.0,31.0,66.0
265,265,"1372 Mckinley CT, San Jose, Santa Clara County, CA, 95126",3,3.0,"1,539",0,Maria Afzal ,Keller Williams Palo Alto,"$1,150,000 USD",65.0,46.0,80.0
266,266,"1552 Four Oaks CIR, San Jose, Santa Clara County, CA, 95131",2,2.0,992,0,Himalini Jayaraman ,Legacy Real Estate & Associates,"$685,000 USD",23.0,46.0,51.0
267,267,"2150 Almaden Rd 33, San Jose, Santa Clara County, CA, 95125",2,2.0,"1,000",0,Marc Blumthal ,Alliance Manufactured Homes,"$193,888 USD",43.0,43.0,76.0
268,268,"2637 Carlo Scimeca Drive , San Jose, Santa Clara County, CA, 95132",4,2.0,"1,305",0,Ed Gory ,Intero,"$1,349,888 USD",53.0,45.0,57.0
269,269,"4425 Norwalk DR 18, San Jose, Santa Clara County, CA, 95129",2,2.0,"1,099",0,Caren Spencer ,Monterey Bay Properties,"$596,000 USD",58.0,41.0,68.0
270,270,"175 W Saint James ST 106, San Jose, Santa Clara County, CA, 95110",2,4.0,"1,984",0,Lisa Lyons ,Compass,"$1,080,000 USD",84.0,69.0,90.0
271,271,"697 Adagio WAY, San Jose, Santa Clara County, CA, 95111",3,2.0,"1,300",0.118 ac,Cecile Tu ,Elite Realty Services,"$1,075,000 USD",14.0,37.0,18.0
272,272,"3178 Cropley AVE, San Jose, Santa Clara County, CA, 95132",2,2.0,888,0,The Jamison Team ,Tuscana Properties,"$685,000 USD",47.0,36.0,52.0
273,273,"6014 Admiralty PL, San Jose, Santa Clara County, CA, 95123",3,3.0,"1,328",0.044 ac,Carol Pefley ,Realty World Dominion,"$1,198,888 USD",44.0,29.0,44.0
274,274,"4871 Poston DR, San Jose, Santa Clara County, CA, 95136",4,2.0,"1,793",0.174 ac,Trung Lam ,KW Silicon City,"$1,295,000 USD",53.0,46.0,65.0
275,275,"2026 Heather Glen DR, San Jose, Santa Clara County, CA, 95130",3,3.0,"1,751",0.045 ac,Tom Yore ,KW Bay Area Estates Saratoga,"$1,799,000 USD",74.0,39.0,72.0
276,276,"1648 Fairlawn AVE, San Jose, Santa Clara County, CA, 95125",4,2.0,"1,618",0.144 ac,Kendra Gaeta ,Sereno,"$2,250,000 USD",30.0,34.0,48.0
277,277,"1534 Kingman AVE, San Jose, Santa Clara County, CA, 95128",3,2.0,"1,214",0.147 ac,Melinda Doutt ,Intero Real Estate Services,"$1,300,000 USD",62.0,47.0,72.0
278,278,"1318 Weathersfield WAY, San Jose, Santa Clara County, CA, 95118",3,2.0,"2,302",0.309 ac,Mike D'Ambrosio ,Intero Real Estate Services,"$2,249,000 USD",50.0,33.0,57.0
279,279,"3291 Floresta DR, San Jose, Santa Clara County, CA, 95148",3,2.0,"1,648",0.147 ac,Awne Elrabadi ,eXp Realty of California Inc.,"$1,299,999 USD",15.0,24.0,44.0
280,280,"1967 Josephine AVE, San Jose, Santa Clara County, CA, 95124",3,2.0,"1,665",0.162 ac,Riley McWilliams ,eXp Realty of California Inc.,"$1,350,000 USD",81.0,38.0,70.0
281,281,"536 Weybridge DR, San Jose, Santa Clara County, CA, 95123",4,3.0,"2,256",0.124 ac,Dave Clark ,Keller Williams Realty-Silicon Valley,"$1,648,000 USD",16.0,0.0,8.0
282,282,"5983 Prospect RD, San Jose, Santa Clara County, CA, 95129",4,2.0,"1,687",0.138 ac,Shanne Carvalho ,eXp Realty of California Inc.,"$2,698,888 USD",24.0,0.0,60.0
283,283,"4424 Canterbury Way, Union City, Alameda County, CA, 94587",5,4.0,"2,392",0.11 ac,Rick Geha ,"eXp Realty of California, Inc","$1,649,888 USD",69.0,0.0,49.0
284,284,"2167 Medallion Dr 3, Union City, Alameda County, CA, 94587",3,2.0,"1,134",0.18 ac,Vishal Sharma ,Alliance Bay Realty,"$699,888 USD",36.0,0.0,46.0
285,285,"32414 Regents Blvd, Union City, Alameda County, CA, 94587",3,3.0,"1,792",0.19 ac,Navi Dhillon ,REALTY EXPERTS,"$1,550,000 USD",44.0,0.0,45.0
286,286,"34894 Herringbone Way, Union City, Alameda County, CA, 94587",4,3.0,"1,988",0.08 ac,Simon Kiang ,Re/Max Accord,"$1,399,000 USD",65.0,0.0,53.0
287,287,"73 Palm Dr., Union City, Alameda County, CA, 94587",3,2.0,"1,422",0,Alex Chow ,Alliance Manufactured Homes,"$425,000 USD",16.0,0.0,52.0
288,288,"4263 Marsten Ave, Union City, Alameda County, CA, 94587",6,4.0,"2,966",0.18 ac,Bryan VanHeusen ,Legacy Real Estate & Assoc.,"$1,540,000 USD",72.0,0.0,56.0
289,289,"32509 Deborah DR, Union City, Alameda County, CA, 94587",4,3.0,"2,031",0.151 ac,Nila Patel ,Keller Williams Realty - Cupertino,"$1,650,000 USD",20.0,0.0,42.0
290,290,"33039 Alicante Ter, Union City, Alameda County, CA, 94587",3,3.0,"1,344",1.42 ac,Sunmeet Anand ,WDB Realty and Finance Inc.,"$899,000 USD",28.0,0.0,43.0
